,Neighbour ID,Appliance ID,Market Iteration,Request Iteration,Request ID,Log Location,Queue Position,Request Fairness,Market Start Time,Market End Time,Earliest Start Time,Beginning of Latest Running Period,Request Power,Request Duration,Ever Tried Satisfy Request,Request Acceptance,Accepted Start Time,Accepted End Time,Request Cost,Neighbour Fairness,Neighbour Total Energy Desired,Neighbour Total Energy Delivered,Request Total Energy Desired,Request Total Energy Delivered,Request Type,Processed Time,Neighbour Fairness Series
71,86,139,1,1,861392021-12-17 18:30:00,queue,6,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 19:30:00,2.5,0 days 01:00:00,True,True,2021-12-17 18:30:00,2021-12-17 19:30:00,1738.28,0.36,17.25,6.125,2.5,2.5,basic,1717366054.406799,"[0, 0.13, 0.11, 0.25, 0.36]"
72,28,39,1,1,28392021-12-17 10:00:00,queue,86,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 10:00:00,2021-12-17 13:00:00,4.0,0 days 03:00:00,True,False,,,,0.0,27.75,0.0,12.0,0.0,premium,1717366054.409576,"[0, 0.0, 0.0]"
73,15,123,1,1,151232021-12-17 12:30:00,queue,49,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 12:30:00,2021-12-17 13:00:00,1.0,0 days 00:30:00,True,True,2021-12-17 13:00:00,2021-12-17 13:30:00,235.83,1.0,2.0,2.0,0.5,0.5,basic,1717366054.412283,"[1.0, 1.0]"
74,1,162,1,1,11622021-12-16 23:30:00,queue,96,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-16 23:30:00,2021-12-17 00:30:00,2.5,0 days 00:30:00,True,True,2021-12-17 00:00:00,2021-12-17 00:30:00,537.51,0.75,12.0,9.0,1.25,1.25,premium,1717366054.415437,"[1.0, 1.0, 1.0, 1.0, 0.75]"
75,48,95,1,1,48952021-12-17 14:30:00,queue,45,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 14:30:00,2021-12-17 20:30:00,1.75,0 days 06:00:00,True,False,,,,0.0,22.0,0.0,10.5,0.0,basic,1717366054.418313,"[0, 0.0]"
76,47,174,1,1,471742021-12-17 19:00:00,queue,63,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 19:00:00,2021-12-17 19:30:00,2.5,0 days 00:30:00,True,True,2021-12-17 19:30:00,2021-12-17 20:00:00,643.24,0.65,36.0,23.5,1.25,1.25,basic,1717366054.420822,"[1.0, 0.88, 0.89, 0.89, 0.9, 0.64, 0.65]"
77,19,71,1,1,19712021-12-17 17:30:00,queue,88,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:30:00,2021-12-17 18:30:00,1.25,0 days 01:00:00,True,False,,,,0.53,17.0,9.0,1.25,0.0,basic,1717366054.423837,"[1.0, 0.57, 0.53]"
78,10,164,1,1,101642021-12-17 17:00:00,queue,61,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:00:00,2021-12-17 18:00:00,1.75,0 days 01:00:00,True,False,,,,0.23,18.0,4.125,1.75,0.0,basic,1717366054.426304,"[0, 0.05, 0.27, 0.24, 0.27, 0.23]"
79,79,427,1,1,794272021-12-17 15:30:00,queue,71,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 15:30:00,2021-12-17 16:00:00,6.25,0 days 00:30:00,True,False,,,,0.79,86.5,68.5,3.125,0.0,premium,1717366054.4288661,"[1.0, 1.0, 1.0, 0.95, 0.9, 0.9, 0.86, 0.86, 0.81, 0.77, 0.78, 0.79]"
80,25,94,1,1,25942021-12-17 18:00:00,queue,99,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:00:00,2021-12-17 19:30:00,3.0,0 days 01:30:00,True,False,,,,0.7,15.0,10.5,4.5,0.0,premium,1717366054.4318972,"[1.0, 0.64, 0.65, 0.7]"
81,4,259,1,1,42592021-12-17 05:00:00,queue,128,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 05:00:00,2021-12-17 05:30:00,2.0,0 days 00:30:00,True,True,2021-12-17 05:00:00,2021-12-17 05:30:00,419.98,0.3,70.5,21.0,1.0,1.0,premium,1717366054.4345238,"[0, 0.0, 0.27, 0.25, 0.24, 0.28, 0.29, 0.3]"
82,5,34,1,1,5342021-12-17 18:30:00,queue,40,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 19:00:00,2.75,0 days 00:30:00,True,True,2021-12-17 19:00:00,2021-12-17 19:30:00,693.5,1.0,3.75,3.75,1.375,1.375,basic,1717366054.43736,"[1.0, 1.0]"
83,79,420,1,1,794202021-12-17 03:30:00,queue,36,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 03:30:00,2021-12-17 04:30:00,4.0,0 days 01:00:00,True,True,2021-12-17 04:00:00,2021-12-17 05:00:00,2565.8,0.79,86.5,68.5,4.0,4.0,premium,1717366054.440157,"[1.0, 1.0, 1.0, 0.95, 0.9, 0.9, 0.86, 0.86, 0.81, 0.77, 0.78, 0.79]"
84,84,169,1,1,841692021-12-17 01:00:00,queue,77,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 01:00:00,2021-12-17 02:00:00,3.0,0 days 01:00:00,True,True,2021-12-17 01:30:00,2021-12-17 02:30:00,2188.89,0.29,56.0,16.0,3.0,3.0,basic,1717366054.442985,"[0, 0.0, 0.0, 0.05, 0.07, 0.13, 0.26, 0.25, 0.29]"
85,84,171,1,1,841712021-12-17 07:00:00,queue,22,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 07:00:00,2021-12-17 12:00:00,1.5,0 days 05:00:00,True,True,2021-12-17 07:00:00,2021-12-17 12:00:00,18804.68,0.29,56.0,16.0,7.5,7.5,basic,1717366054.4459798,"[0, 0.0, 0.0, 0.05, 0.07, 0.13, 0.26, 0.25, 0.29]"
86,30,94,1,1,30942021-12-17 01:00:00,queue,8,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 01:00:00,2021-12-17 03:30:00,3.5,0 days 02:00:00,True,True,2021-12-17 02:00:00,2021-12-17 04:00:00,7995.47,0.47,16.75,7.875,7.0,7.0,basic,1717366054.449025,"[0, 0.09, 0.47]"
87,70,198,1,1,701982021-12-17 15:00:00,queue,43,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 15:00:00,2021-12-17 16:00:00,2.25,0 days 00:30:00,True,True,2021-12-17 15:00:00,2021-12-17 15:30:00,555.2,0.2,16.0,3.125,1.125,1.125,basic,1717366054.451827,"[0, 0.0, 0.09, 0.18, 0.14, 0.2]"
88,70,199,1,1,701992021-12-17 18:30:00,queue,107,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 19:30:00,3.25,0 days 01:00:00,True,False,,,,0.2,16.0,3.125,3.25,0.0,basic,1717366054.454693,"[0, 0.0, 0.09, 0.18, 0.14, 0.2]"
89,65,131,1,1,651312021-12-17 08:30:00,queue,102,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 08:30:00,2021-12-17 09:00:00,1.25,0 days 00:30:00,True,True,2021-12-17 08:30:00,2021-12-17 09:00:00,316.86,0.84,12.25,10.25,0.625,0.625,basic,1717366054.457164,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.84]"
90,65,132,1,1,651322021-12-17 15:30:00,queue,114,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 15:30:00,2021-12-17 16:30:00,1.75,0 days 01:00:00,True,True,2021-12-17 16:00:00,2021-12-17 17:00:00,1334.88,0.84,12.25,10.25,1.75,1.75,basic,1717366054.460015,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.84]"
91,21,196,1,1,211962021-12-17 16:00:00,queue,119,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 16:00:00,2021-12-17 22:00:00,2.0,0 days 05:30:00,True,False,,,,0.51,38.0,19.5,11.0,0.0,basic,1717366054.462965,"[1.0, 0.64, 0.51]"
92,84,173,1,1,841732021-12-17 13:00:00,queue,81,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 13:00:00,2021-12-17 14:30:00,2.0,0 days 01:30:00,True,False,,,,0.29,56.0,16.0,3.0,0.0,basic,1717366054.465597,"[0, 0.0, 0.0, 0.05, 0.07, 0.13, 0.26, 0.25, 0.29]"
93,37,246,1,1,372462021-12-17 21:30:00,queue,38,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:30:00,2021-12-17 22:30:00,1.25,0 days 01:00:00,True,True,2021-12-17 22:00:00,2021-12-17 23:00:00,812.94,0.8,22.5,18.0,1.25,1.25,premium,1717366054.46805,"[1.0, 1.0, 1.0, 1.0, 0.79, 0.8]"
94,1,165,1,1,11652021-12-17 19:00:00,queue,75,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 19:00:00,2021-12-17 21:00:00,1.5,0 days 02:00:00,True,False,,,,0.75,12.0,9.0,3.0,0.0,premium,1717366054.470827,"[1.0, 1.0, 1.0, 1.0, 0.75]"
95,26,54,1,1,26542021-12-17 14:30:00,queue,34,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 14:30:00,2021-12-17 15:00:00,2.25,0 days 00:30:00,True,True,2021-12-17 15:00:00,2021-12-17 15:30:00,536.0,0.43,7.5,3.25,1.125,1.125,premium,1717366054.473502,"[0, 0.21, 0.32, 0.43]"
96,61,62,1,1,61622021-12-17 18:00:00,queue,69,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:00:00,2021-12-17 19:00:00,1.5,0 days 01:00:00,True,True,2021-12-17 18:30:00,2021-12-17 19:30:00,1166.67,0.56,33.0,18.5,1.5,1.5,premium,1717366054.476348,"[1.0, 0.54, 0.56]"
97,43,81,1,1,43812021-12-17 17:30:00,queue,57,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:30:00,2021-12-17 18:30:00,2.5,0 days 01:00:00,True,False,,,,0.75,30.0,22.5,2.5,0.0,basic,1717366054.479299,"[1.0, 0.76, 0.67, 0.75]"
98,98,53,1,1,98532021-12-17 07:30:00,queue,132,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 07:30:00,2021-12-17 08:00:00,1.0,0 days 00:30:00,True,True,2021-12-17 08:00:00,2021-12-17 08:30:00,253.64,0.09,5.5,0.5,0.5,0.5,basic,1717366054.481899,"[0, 0.0, 0.09]"
99,25,92,1,1,25922021-12-17 04:00:00,queue,58,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 04:00:00,2021-12-17 04:30:00,1.0,0 days 00:30:00,True,True,2021-12-17 04:30:00,2021-12-17 05:00:00,223.78,0.7,15.0,10.5,0.5,0.5,premium,1717366054.484708,"[1.0, 0.64, 0.65, 0.7]"
100,17,161,1,1,171612021-12-17 16:00:00,queue,83,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 16:00:00,2021-12-17 17:30:00,6.0,0 days 01:30:00,True,False,,,,0.63,42.5,26.625,9.0,0.0,basic,1717366054.48749,"[1.0, 1.0, 0.71, 0.63, 0.65, 0.6, 0.63]"
101,75,137,1,1,751372021-12-17 21:30:00,queue,129,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:30:00,2021-12-17 22:30:00,2.5,0 days 01:00:00,True,True,2021-12-17 22:00:00,2021-12-17 23:00:00,1679.02,1.0,9.5,9.5,2.5,2.5,premium,1717366054.489996,"[1.0, 1.0, 1.0]"
102,24,103,1,1,241032021-12-17 18:30:00,queue,4,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 19:30:00,2.0,0 days 00:30:00,True,True,2021-12-17 19:00:00,2021-12-17 19:30:00,460.0,0.08,12.0,1.0,1.0,1.0,basic,1717366054.492794,"[0, 0.0, 0.08]"
103,17,159,1,1,171592021-12-17 13:30:00,queue,131,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 13:30:00,2021-12-17 14:30:00,4.0,0 days 01:00:00,True,False,,,,0.63,42.5,26.625,4.0,0.0,basic,1717366054.495751,"[1.0, 1.0, 0.71, 0.63, 0.65, 0.6, 0.63]"
104,17,162,1,1,171622021-12-17 21:00:00,queue,16,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:00:00,2021-12-17 22:30:00,1.0,0 days 01:30:00,True,True,2021-12-17 21:00:00,2021-12-17 22:30:00,1290.27,0.63,42.5,26.625,1.5,1.5,basic,1717366054.498354,"[1.0, 1.0, 0.71, 0.63, 0.65, 0.6, 0.63]"
105,36,73,1,1,36732021-12-17 21:00:00,queue,20,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:00:00,2021-12-17 22:30:00,1.75,0 days 01:30:00,True,True,2021-12-17 21:00:00,2021-12-17 22:30:00,2315.75,0.44,8.5,3.75,2.625,2.625,premium,1717366054.501195,"[0, 0.36, 0.44]"
106,17,160,1,1,171602021-12-17 15:00:00,queue,130,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 15:00:00,2021-12-17 15:30:00,5.75,0 days 00:30:00,True,False,,,,0.63,42.5,26.625,2.875,0.0,basic,1717366054.5040388,"[1.0, 1.0, 0.71, 0.63, 0.65, 0.6, 0.63]"
107,64,121,1,1,641212021-12-17 09:30:00,queue,79,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 09:30:00,2021-12-17 10:30:00,1.0,0 days 01:00:00,True,True,2021-12-17 09:30:00,2021-12-17 10:30:00,716.64,0.02,61.75,1.5,1.0,1.0,basic,1717366054.506507,"[0, 0.0, 0.02, 0.02]"
108,64,120,1,1,641202021-12-17 09:00:00,queue,98,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 09:00:00,2021-12-17 09:30:00,1.0,0 days 00:30:00,True,True,2021-12-17 09:30:00,2021-12-17 10:00:00,240.76,0.02,61.75,1.5,0.5,0.5,basic,1717366054.509302,"[0, 0.0, 0.02, 0.02]"
109,46,39,1,1,46392021-12-17 01:00:00,queue,82,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 01:00:00,2021-12-17 01:30:00,1.0,0 days 00:30:00,True,True,2021-12-17 01:00:00,2021-12-17 01:30:00,248.16,0.25,2.0,0.5,0.5,0.5,premium,1717366054.5121229,"[0, 0.25]"
110,21,195,1,1,211952021-12-17 05:30:00,queue,112,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 05:30:00,2021-12-17 10:30:00,1.5,0 days 05:00:00,True,False,,,,0.51,38.0,19.5,7.5,0.0,basic,1717366054.5151942,"[1.0, 0.64, 0.51]"
111,13,64,1,1,13642021-12-17 17:00:00,queue,111,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:00:00,2021-12-17 18:30:00,2.75,0 days 01:30:00,True,False,,,,0.51,39.25,20.125,4.125,0.0,basic,1717366054.517644,"[1.0, 0.57, 0.51]"
112,25,93,1,1,25932021-12-17 17:00:00,queue,33,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:00:00,2021-12-17 18:00:00,2.0,0 days 01:00:00,True,True,2021-12-17 17:30:00,2021-12-17 18:30:00,1523.7,0.7,15.0,10.5,2.0,2.0,premium,1717366054.520132,"[1.0, 0.64, 0.65, 0.7]"
113,26,55,1,1,26552021-12-17 16:30:00,queue,68,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 16:30:00,2021-12-17 17:00:00,1.75,0 days 00:30:00,True,True,2021-12-17 16:30:00,2021-12-17 17:00:00,439.37,0.43,7.5,3.25,0.875,0.875,premium,1717366054.5229099,"[0, 0.21, 0.32, 0.43]"
114,47,171,1,1,471712021-12-17 06:00:00,queue,90,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 06:00:00,2021-12-17 10:00:00,2.5,0 days 04:00:00,True,False,,,,0.65,36.0,23.5,10.0,0.0,basic,1717366054.526311,"[1.0, 0.88, 0.89, 0.89, 0.9, 0.64, 0.65]"
115,68,21,1,1,68212021-12-17 18:30:00,queue,109,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 19:00:00,1.25,0 days 00:30:00,True,False,,,,0.0,2.25,0.0,0.625,0.0,basic,1717366054.528918,"[0, 0.0]"
116,22,156,1,1,221562021-12-17 16:30:00,queue,9,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 16:30:00,2021-12-17 19:00:00,1.0,0 days 02:30:00,True,True,2021-12-17 16:30:00,2021-12-17 19:00:00,3501.15,0.47,15.25,7.125,2.5,2.5,premium,1717366054.5315032,"[0, 0.28, 0.36, 0.47]"
117,39,30,1,1,39302021-12-17 18:00:00,queue,94,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:00:00,2021-12-17 18:30:00,2.25,0 days 00:30:00,True,True,2021-12-17 18:30:00,2021-12-17 19:00:00,587.27,1.0,3.25,3.25,1.125,1.125,premium,1717366054.5347562,"[1.0, 1.0]"
118,96,32,1,1,96322021-12-17 19:00:00,queue,67,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 19:00:00,2021-12-17 20:00:00,1.75,0 days 01:00:00,True,False,,,,0.0,4.5,0.0,1.75,0.0,premium,1717366054.5377479,"[0, 0.0]"
119,43,79,1,1,43792021-12-17 00:00:00,queue,2,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 00:00:00,2021-12-17 04:30:00,1.75,0 days 04:00:00,True,True,2021-12-17 00:00:00,2021-12-17 04:00:00,13598.2,0.75,30.0,22.5,7.0,7.0,basic,1717366054.54034,"[1.0, 0.76, 0.67, 0.75]"
120,34,54,1,1,34542021-12-17 17:30:00,queue,48,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:30:00,2021-12-17 18:00:00,1.75,0 days 00:30:00,True,True,2021-12-17 17:30:00,2021-12-17 18:00:00,458.92,0.42,6.0,2.5,0.875,0.875,basic,1717366054.543135,"[0, 0.32, 0.42]"
121,78,60,1,1,78602021-12-17 00:30:00,queue,70,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 00:30:00,2021-12-17 03:00:00,7.5,0 days 02:30:00,True,False,,,,0.0,44.5,0.0,18.75,0.0,basic,1717366054.545973,"[0, 0.0, 0.0]"
122,4,260,1,1,42602021-12-17 08:00:00,queue,46,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 08:00:00,2021-12-17 09:00:00,1.0,0 days 01:00:00,True,True,2021-12-17 08:30:00,2021-12-17 09:30:00,732.87,0.3,70.5,21.0,1.0,1.0,premium,1717366054.54856,"[0, 0.0, 0.27, 0.25, 0.24, 0.28, 0.29, 0.3]"
123,84,176,1,1,841762021-12-17 21:00:00,queue,23,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:00:00,2021-12-17 22:00:00,2.75,0 days 01:00:00,True,True,2021-12-17 21:00:00,2021-12-17 22:00:00,1873.8,0.29,56.0,16.0,2.75,2.75,basic,1717366054.551418,"[0, 0.0, 0.0, 0.05, 0.07, 0.13, 0.26, 0.25, 0.29]"
124,79,428,1,1,794282021-12-17 17:00:00,queue,32,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:00:00,2021-12-17 17:30:00,5.75,0 days 00:30:00,True,True,2021-12-17 17:00:00,2021-12-17 17:30:00,1397.74,0.79,86.5,68.5,2.875,2.875,premium,1717366054.554213,"[1.0, 1.0, 1.0, 0.95, 0.9, 0.9, 0.86, 0.86, 0.81, 0.77, 0.78, 0.79]"
125,65,133,1,1,651332021-12-17 18:30:00,queue,110,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 20:00:00,2.0,0 days 01:00:00,True,False,,,,0.84,12.25,10.25,2.0,0.0,basic,1717366054.5571232,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.84]"
126,91,4,1,1,9142021-12-17 19:00:00,queue,127,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 19:00:00,2021-12-17 19:30:00,1.0,0 days 00:30:00,True,False,,,,0.75,2.0,1.5,0.5,0.0,basic,1717366054.559627,"[1.0, 0.75]"
127,26,56,1,2,26562021-12-17 21:30:00,queue,101,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:30:00,2021-12-17 22:30:00,1.25,0 days 01:00:00,True,True,2021-12-17 22:00:00,2021-12-17 23:00:00,826.22,0.43,7.5,3.25,1.25,1.25,premium,1717366054.562109,"[0, 0.21, 0.32, 0.43]"
128,10,165,1,1,101652021-12-17 19:00:00,queue,54,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 19:00:00,2021-12-17 19:30:00,1.25,0 days 00:30:00,True,True,2021-12-17 19:30:00,2021-12-17 20:00:00,317.26,0.23,18.0,4.125,0.625,0.625,basic,1717366054.5651698,"[0, 0.05, 0.27, 0.24, 0.27, 0.23]"
129,94,17,1,1,94172021-12-17 16:30:00,queue,64,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 16:30:00,2021-12-17 18:00:00,1.25,0 days 01:30:00,True,False,,,,0.0,4.75,0.0,1.875,0.0,basic,1717366054.5681338,"[0, 0.0]"
130,10,167,1,1,101672021-12-17 21:00:00,queue,133,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 21:00:00,2021-12-17 22:30:00,1.75,0 days 01:30:00,True,False,,,,0.23,18.0,4.125,2.625,0.0,basic,1717366054.57076,"[0, 0.05, 0.27, 0.24, 0.27, 0.23]"
131,17,157,1,1,171572021-12-17 06:00:00,queue,0,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 06:00:00,2021-12-17 06:30:00,5.25,0 days 00:30:00,True,True,2021-12-17 06:00:00,2021-12-17 06:30:00,1231.15,0.63,42.5,26.625,2.625,2.625,basic,1717366054.5733278,"[1.0, 1.0, 0.71, 0.63, 0.65, 0.6, 0.63]"
132,6,21,1,1,6212021-12-17 18:30:00,queue,115,0.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 18:30:00,2021-12-17 19:00:00,1.0,0 days 00:30:00,True,False,,,,0.26,4.25,1.125,0.5,0.0,basic,1717366054.576193,"[0, 0.3, 0.26]"
133,36,72,1,1,36722021-12-17 12:30:00,queue,104,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 12:30:00,2021-12-17 13:00:00,2.25,0 days 00:30:00,True,True,2021-12-17 13:00:00,2021-12-17 13:30:00,546.88,0.44,8.5,3.75,1.125,1.125,premium,1717366054.578701,"[0, 0.36, 0.44]"
134,47,175,1,1,471752021-12-17 19:30:00,queue,25,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 19:30:00,2021-12-17 20:30:00,2.25,0 days 00:30:00,True,True,2021-12-17 20:30:00,2021-12-17 21:00:00,525.17,0.65,36.0,23.5,1.125,1.125,basic,1717366054.582397,"[1.0, 0.88, 0.89, 0.89, 0.9, 0.64, 0.65]"
135,33,78,1,1,33782021-12-17 22:00:00,queue,19,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 22:00:00,2021-12-17 22:30:00,2.25,0 days 00:30:00,True,True,2021-12-17 22:30:00,2021-12-17 23:00:00,463.86,1.0,8.25,8.25,1.125,1.125,premium,1717366054.586408,"[1.0, 1.0, 1.0]"
136,33,77,1,1,33772021-12-17 17:30:00,queue,14,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 17:30:00,2021-12-17 18:00:00,5.0,0 days 00:30:00,True,True,2021-12-17 18:00:00,2021-12-17 18:30:00,1184.08,1.0,8.25,8.25,2.5,2.5,premium,1717366054.589364,"[1.0, 1.0, 1.0]"
137,70,196,1,1,701962021-12-17 08:00:00,queue,136,1.0,2021-12-17,2021-12-17 23:30:00,2021-12-17 08:00:00,2021-12-17 09:00:00,1.0,0 days 01:00:00,True,True,2021-12-17 08:00:00,2021-12-17 09:00:00,772.75,0.2,16.0,3.125,1.0,1.0,basic,1717366054.592214,"[0, 0.0, 0.09, 0.18, 0.14, 0.2]"
